,tweet,filtered_tweets,label,score
7848,"Yes, we do, #JoeBiden. And Arizona will be voting #MarkKellyAZsenate to help accomplish that. #VOTE https://t.co/Y7O8TvP0gQ",yes we do joebiden and arizona will be voting markkellyazsenate to help accomplish that vote httpstcoy7o8tvp0gq,positive,0.659014880657196
7849,And #Biden’s intentions in why he got the guy fired are confirmed by.....#Biden? Seems legit. https://t.co/9Wd8kKDfjE,and bidens intentions in why he got the guy fired are confirmed bybiden seems legit httpstco9wd8kkdfje,neutral,0.7602888941764832
7850,"I refuse to believe the majority of Americans (liberals included) are so naive as to not see the hypocrisy and corruption of the left. At least on these issues.

#Biden was and is corrupt in addition to his obvious mental decline.

#KamalaHarris is running for POTUS. https://t.co/eipG1zNPzi","i refuse to believe the majority of americans liberals included are so naive as to not see the hypocrisy and corruption of the left at least on these issues

biden was and is corrupt in addition to his obvious mental decline

kamalaharris is running for potus httpstcoeipg1znpzi",negative,0.9558665156364441
7851,Biggest scandal @JoeBiden  @mygianluca_ @realDonaldTrump @KimMoor20918476 @ForColorado  @dejaxsun #4MoreYears #Ohio #NorthCarolina #Florida #Biden #Pennsylvania #virginia #Iowa #Minnesota #Michigan https://t.co/4LUJ3XLfhH,biggest scandal joebiden  mygianluca realdonaldtrump kimmoor20918476 forcolorado  dejaxsun 4moreyears ohio northcarolina florida biden pennsylvania virginia iowa minnesota michigan httpstco4luj3xlfhh,negative,0.5507910251617432
7852,"Animales sueltos en EEUU, Trump pide enjaularlos https://t.co/gBlNExbhDN vía @YouTube #Trump #Biden",animales sueltos en eeuu trump pide enjaularlos httpstcogblnexbhdn va youtube trump biden,neutral,0.8046649694442749
7853,"This is a long but wonderful read from a white southern evangelical on why she supports #JoeBiden. It is thoughtful, poignant, and links a number of sources. Highly recommended: https://t.co/YDJ77DiNwZ",this is a long but wonderful read from a white southern evangelical on why she supports joebiden it is thoughtful poignant and links a number of sources highly recommended httpstcoydj77dinwz,positive,0.9746114015579224
7854,"Uh, umm, uhh, uhh, ummm...people who are confident in what they are saying don’t talk like that. Another soulless muppet. Which parts exactly ARENT true #Biden campaign rep? #fooked https://t.co/9gIXjDDjD2",uh umm uhh uhh ummmpeople who are confident in what they are saying dont talk like that another soulless muppet which parts exactly arent true biden campaign rep fooked httpstco9gixjddjd2,negative,0.8073352575302124
7855,#WakeUpAmerica Or 😴 #JoeBiden Hey! @JoeBiden Hey Man!!! You awake? Time 2 #GoJoe. You have work 2 do! 4 #US 💜📱 https://t.co/vtAOFeWoBy,wakeupamerica or  joebiden hey joebiden hey man you awake time 2 gojoe you have work 2 do 4 us  httpstcovtaofewoby,neutral,0.7575308084487915
7856,@AriFleischer #censorship #JoeBiden #HunterBidenEmails,arifleischer censorship joebiden hunterbidenemails,neutral,0.683282196521759
7857,"@ashylarry66 He is going to get obliterated!
#TrustTheProcess 
#VoteReady 
#VoteBlueToSaveAmerica 
#TrumpCrimeFamily
#Biden 
#VoteThemAllOut","ashylarry66 he is going to get obliterated
trusttheprocess 
voteready 
votebluetosaveamerica 
trumpcrimefamily
biden 
votethemallout",negative,0.6864438652992249
7858,THE MECK REPORT      : Voters have right to know what #JoeBiden did for son Hunter: #MirandaDevine - @NYPost #hunterbiden #Burisma @realDonaldTrump @GovMikeHuckabee @IngrahamAngle @TuckerCarlson @rickystokesnews @BonginoReport https://t.co/OzUsqfwsDy,the meck report       voters have right to know what joebiden did for son hunter mirandadevine  nypost hunterbiden burisma realdonaldtrump govmikehuckabee ingrahamangle tuckercarlson rickystokesnews bonginoreport httpstcoozusqfwsdy,neutral,0.7683479189872742
7859,"@AmberD1116 @TCIMAGE_Marta I know, right? A family to be left with a MONTHLY after-tax income of about $246,000? They’d be forced to move to a tax-free state and could end up living in a tent eating out of garbage cans. How do people do it? #Biden #BlueWave #TrumpTaxFraud #TrumpCrimeFamily",amberd1116 tcimagemarta i know right a family to be left with a monthly aftertax income of about 246000 theyd be forced to move to a taxfree state and could end up living in a tent eating out of garbage cans how do people do it biden bluewave trumptaxfraud trumpcrimefamily,negative,0.896514892578125
7860,"Hahahahaha!

@NBC faces backlash after agreeing to #Trump town hall adjacent to #Biden's @ABC town hall https://t.co/YYx2nabAI7 via @usatoday","hahahahaha

nbc faces backlash after agreeing to trump town hall adjacent to bidens abc town hall httpstcoyyx2nabai7 via usatoday",neutral,0.48264774680137634
7861,"I know we all want to see the disaster that is Donald Trump, but imma watch Biden to boost his ratings. #Biden #BidenTownHall #BidenHarris2020",i know we all want to see the disaster that is donald trump but imma watch biden to boost his ratings biden bidentownhall bidenharris2020,negative,0.5347665548324585
7862,Joe Biden Town Hall: stream it on every single device!  Live viewership/impressions!!! https://t.co/tuJeUS5LZ8 #NBCBlackout #BoycottNBCTownHall #BoycottMSNBC #BoycottNBC #BoycottNBCNews #BoycottTrumpsTownHall #BoycottTrumpNBC #JoeBiden #JoeBidenKamalaHarris2020 #JOEBIDEN2020,joe biden town hall stream it on every single device  live viewershipimpressions httpstcotujeus5lz8 nbcblackout boycottnbctownhall boycottmsnbc boycottnbc boycottnbcnews boycotttrumpstownhall boycotttrumpnbc joebiden joebidenkamalaharris2020 joebiden2020,neutral,0.5779833197593689
7863,@edokeefe @KamalaHarris She is probably vetting Vice Presidential candidates just in case #JoeBiden drops out..,edokeefe kamalaharris she is probably vetting vice presidential candidates just in case joebiden drops out,neutral,0.8310312628746033
7864,#Schoolchoice. #Pandemic. #Gunrights. #SupremeCourt. #Worldpeace. See my baker’s dozen 13 questions I would’ve asked if I’d moderated the recent #Trump-#Biden #presidentialdebate &amp; #Pence-#Harris #vicepresidentialdebate. See my Metals Market Report: https://t.co/zwJWse8ewT,schoolchoice pandemic gunrights supremecourt worldpeace see my bakers dozen 13 questions i wouldve asked if id moderated the recent trumpbiden presidentialdebate amp penceharris vicepresidentialdebate see my metals market report httpstcozwjwse8ewt,neutral,0.7894390225410461
7865,"@nypost isn’t a good source, but yahoo is? #JoeBiden @POTUS #HunterBiden #SellOuts",nypost isnt a good source but yahoo is joebiden potus hunterbiden sellouts,negative,0.8673862814903259
7866,"@JoeBiden Yes. It’s time for the grownups to take charge. Keep the House, Flip the Senate, Get the White House. We need to fix the damage the GOP has happily inflicted on this country and on the world. #JoeBiden",joebiden yes its time for the grownups to take charge keep the house flip the senate get the white house we need to fix the damage the gop has happily inflicted on this country and on the world joebiden,negative,0.5769456028938293
7867,"BREAKING: #JoeBiden's campaign is halting the travel of his running mate, #KamalaHarris, after two people -- a flight crew member and Harris' communications director, #LizAllen -- tested positive for #coronavirus https://t.co/gAEhIfGkgm",breaking joebidens campaign is halting the travel of his running mate kamalaharris after two people  a flight crew member and harris communications director lizallen  tested positive for coronavirus httpstcogaehifgkgm,negative,0.6026729345321655
7868,"#BidenCrimeFamily 
#biden 
#KamalaHarris https://t.co/jXv0aiz3TU","bidencrimefamily 
biden 
kamalaharris httpstcojxv0aiz3tu",neutral,0.7146359086036682
7869,"The BIDEN #CRIME FAMILY's Payoff Scheme | Rudy Giuliani's EXCLUSIVE Reaction

#Biden #China #Russia #ukraine 
#Corruption

https://t.co/SOZyp4dUUC","the biden crime familys payoff scheme  rudy giulianis exclusive reaction

biden china russia ukraine 
corruption

httpstcosozyp4duuc",neutral,0.5520556569099426
7870,@SpeakerPelosi SHAME  on you 1 % er #biden #biden2020 @demoxcrats @SenateDems @HouseDemocrats @aoc @SenSanders #BidenHarris2020ToSaveAmerica   https://t.co/HJdTgaY5Zs,speakerpelosi shame  on you 1  er biden biden2020 demoxcrats senatedems housedemocrats aoc sensanders bidenharris2020tosaveamerica   httpstcohjdtgay5zs,negative,0.726241946220398
7871,@JoeBiden Does #JoeBiden get 10% of the stimulus package that Pelosi is holding up or maybe the hold up is Joe is holding out for 15%?,joebiden does joebiden get 10 of the stimulus package that pelosi is holding up or maybe the hold up is joe is holding out for 15,neutral,0.809299111366272
7872,#Biden https://t.co/72Gj9HKgBD,biden httpstco72gj9hkgbd,neutral,0.7476069331169128
7873,R/P @groovp I’m trying to figure out exactly what did Ice Cube do that was wrong? 🤷🏾‍♂️ #icecube #umarjohnson #donaldtrump #joebiden #kamalaharris #republican #democrats #tangibles2020 https://t.co/TqaOYstQp4,rp groovp im trying to figure out exactly what did ice cube do that was wrong  icecube umarjohnson donaldtrump joebiden kamalaharris republican democrats tangibles2020 httpstcotqaoystqp4,negative,0.5880644917488098
7874,"Buy Joe Biden item in my redbubble shop,now! #redbubble #redbubbleshop #redbubbledesign #JoeBiden #Biden #BidenHarris2020ToSaveAmerica #BidenHarris2020 #JOEBIDEN2020 #PresidentialDebate #DebateNight #debate #tshirt #BidenWonTheDebate #AntiTrump 
https://t.co/MmO0sttKhE","buy joe biden item in my redbubble shopnow redbubble redbubbleshop redbubbledesign joebiden biden bidenharris2020tosaveamerica bidenharris2020 joebiden2020 presidentialdebate debatenight debate tshirt bidenwonthedebate antitrump 
httpstcommo0sttkhe",neutral,0.8260894417762756
7875,LATEST: Sen. #Kamala Harris is suspending all travel until Monday after 2 people associated with the campaign tested positive for COVID-19. This follows campaign event in #Arizona last week. Campaign: #Biden had no exposure. https://t.co/8Mg6KmesZU,latest sen kamala harris is suspending all travel until monday after 2 people associated with the campaign tested positive for covid19 this follows campaign event in arizona last week campaign biden had no exposure httpstco8mg6kmeszu,neutral,0.635265052318573
7876,#Hunter almost completely exposed. He can’t hide behind anything. He’s corrupt and his father knew it and his father helped him. They gave President Trump a hard time about the Ukraine. It was democrat getting paid off for giving #Biden access to the Ukraine. https://t.co/aGxsd4ZnC3,hunter almost completely exposed he cant hide behind anything hes corrupt and his father knew it and his father helped him they gave president trump a hard time about the ukraine it was democrat getting paid off for giving biden access to the ukraine httpstcoagxsd4znc3,negative,0.8232265710830688
7877,"So, the MSM releases countless negative articles about #Trump and no one bats an eye

@nypost release 1 negative article about #JoeBiden son and the whole of social media is in a frenzy and censoring it 

Biased much?","so the msm releases countless negative articles about trump and no one bats an eye

nypost release 1 negative article about joebiden son and the whole of social media is in a frenzy and censoring it 

biased much",negative,0.8087592720985413
7878,"#NBCBlackout - what will you do instead of watching @NBCNews @NBCPolitics @nbc today or tonight?
1. Watch #Biden #BidenTownHall 
2. Walk the dogs
3. Go to dinner
4. Clean the floors
5. Wash the car
Add what you would do instead of seeing the #trumpisbroke train on NBC","nbcblackout  what will you do instead of watching nbcnews nbcpolitics nbc today or tonight
1 watch biden bidentownhall 
2 walk the dogs
3 go to dinner
4 clean the floors
5 wash the car
add what you would do instead of seeing the trumpisbroke train on nbc",neutral,0.6424592733383179
7879,"The ,#Democratic party is filled with #pedophiles who need #JoeBiden to win in order to escape prosecution for heinous Acts committed by them on children.",the democratic party is filled with pedophiles who need joebiden to win in order to escape prosecution for heinous acts committed by them on children,negative,0.9603263139724731
7880,Second batch of smoking gun emails reveal #HunterBiden's dealings with 'disappeared' Chinese energy company chairman about his $30MILLION consultancy fee 'for introductions alone' | @MailOnline: #China #JoeBiden @realDonaldTrump @dbongino @GovMikeHuckabee https://t.co/wkOTMafSFG,second batch of smoking gun emails reveal hunterbidens dealings with disappeared chinese energy company chairman about his 30million consultancy fee for introductions alone  mailonline china joebiden realdonaldtrump dbongino govmikehuckabee httpstcowkotmafsfg,neutral,0.600167453289032
7881,"@jiveDurkey @JoeBiden @nypost @Twitter @cheddar @JTOBrown https://t.co/V0uN62Apyw

Err here is #Biden bragging about what you just called disinformation!","jivedurkey joebiden nypost twitter cheddar jtobrown httpstcov0un62apyw

err here is biden bragging about what you just called disinformation",neutral,0.5540539622306824
7882,"Hopefully, both #Biden and #Harris are okay. #Trump2020 

Folks, only a small fraction of Americans will not contract the CHINESE COMMUNIST PARTY VIRUS. Remember who the real enemies are and who unleashed this virus upon the world. https://t.co/jUuG2cAXpw","hopefully both biden and harris are okay trump2020 

folks only a small fraction of americans will not contract the chinese communist party virus remember who the real enemies are and who unleashed this virus upon the world httpstcojuug2caxpw",neutral,0.46357595920562744
7883,Let’s talk about stimulus! Catch the full video on YouTube! Stimulus News https://t.co/CmHj02J0O8 #politicsfix #progressives #meannadk #blackprogressives #trump #biden #harris #democrat #republican #justicedemocrats #cannibusandcommentary #STIMULUS https://t.co/tfRitwdOfi,lets talk about stimulus catch the full video on youtube stimulus news httpstcocmhj02j0o8 politicsfix progressives meannadk blackprogressives trump biden harris democrat republican justicedemocrats cannibusandcommentary stimulus httpstcotfritwdofi,neutral,0.7949263453483582
7884,"I don't need to watch either #townhalls tonight to know #Trump only deserve to clean the toilets at the WH and #Biden isn't going to Save America, but, can save us from Trump. 

#BidenHarrisToSaveAmerica is a fucking Joke, but they can save us from #TrumpCrimeFamily","i dont need to watch either townhalls tonight to know trump only deserve to clean the toilets at the wh and biden isnt going to save america but can save us from trump 

bidenharristosaveamerica is a fucking joke but they can save us from trumpcrimefamily",negative,0.8679938912391663
7885,#Biden #BidenHarris2020ToSaveAmerica #BidenHarris2020 #2020Election https://t.co/E4tGR1Kyrx,biden bidenharris2020tosaveamerica bidenharris2020 2020election httpstcoe4tgr1kyrx,neutral,0.8778967261314392
7886,"Lol y'all still focused on defending #Biden in Ukraine with #EricTrumpUkraineScandal we've moved on to China today, lovlies 😘💅

Betta keep up before you get left behind. https://t.co/MAqAtHqjXQ","lol yall still focused on defending biden in ukraine with erictrumpukrainescandal weve moved on to china today lovlies 

betta keep up before you get left behind httpstcomaqathqjxq",neutral,0.6013420820236206
7887,@catturd2 So many families suffer &amp; desperately want to save their child who is addicted. Some quit their job to make this their prime directive. Some on the other hand use that child for their own means to gain money &amp; political power. #JoeBiden #HunterBiden,catturd2 so many families suffer amp desperately want to save their child who is addicted some quit their job to make this their prime directive some on the other hand use that child for their own means to gain money amp political power joebiden hunterbiden,negative,0.7569084167480469
7888,#WheresHunter #JoeBiden #Ukraine #Corruption How many times does this lifelong trough-feeding moron scumbag have to be exposed for the traitor and liar that he is? https://t.co/ySeK9qGXg2,whereshunter joebiden ukraine corruption how many times does this lifelong troughfeeding moron scumbag have to be exposed for the traitor and liar that he is httpstcoysek9qgxg2,negative,0.9667325615882874
7889,@Politics_Polls @NBCNews @WSJ My husband has lost a lot of friends by voting for Joe #Biden.,politicspolls nbcnews wsj my husband has lost a lot of friends by voting for joe biden,negative,0.7915245294570923
7890,"@ThePlumLineGS Wait...What @nypost article?
The one that was #cencorsed to protect the elites chosen candidate #joebiden?
What an embarrassing tragedy #American media &amp; social media are. 
#china is laughing at how well #twitter &amp; #facebook emulate their communist methods","theplumlinegs waitwhat nypost article
the one that was cencorsed to protect the elites chosen candidate joebiden
what an embarrassing tragedy american media amp social media are 
china is laughing at how well twitter amp facebook emulate their communist methods",negative,0.8906195759773254
7891,#JoeBiden #HunterBiden #TwitterCensorship https://t.co/O4WDsofl7E,joebiden hunterbiden twittercensorship httpstcoo4wdsofl7e,neutral,0.6637006402015686
7892,"#KamalaHarris ""Believes"" #JoeBiden Accusers who claim he touched them inappropriately: 
https://t.co/i18iV6ulwv 
#Biden #Reade #TaraReade #Kamala #Harris #MeToo #MeTooMovement #JoeBidenIsALiar #JoeBidenIsUnfitForPresident #JoeBidenIsARapist #Tcot #TrumpTrain #GOP #2020Election","kamalaharris believes joebiden accusers who claim he touched them inappropriately 
httpstcoi18iv6ulwv 
biden reade tarareade kamala harris metoo metoomovement joebidenisaliar joebidenisunfitforpresident joebidenisarapist tcot trumptrain gop 2020election",neutral,0.6618881225585938
7893,#MSM doing their best scrambling to save #JoeBiden from his corruption come to roost. As panicked as they are...kinda reminds me of 2016 🤔 https://t.co/YmtXEADwpw,msm doing their best scrambling to save joebiden from his corruption come to roost as panicked as they arekinda reminds me of 2016  httpstcoymtxeadwpw,negative,0.4737320840358734
7894,"@Mister_Ringo @AFPusa @SaintPunchy Même dans les états pivots les sondages donnent #Biden en avance, au contraire de 2016 où C'était #trump",misterringo afpusa saintpunchy mme dans les tats pivots les sondages donnent biden en avance au contraire de 2016 o ctait trump,neutral,0.81438809633255
7895,"@JoeBiden campaign reminds me a lot of the @AtlantaFalcons , blowing a lead in the 4th qtr and losing the game #JoeBiden #DonaldTrump",joebiden campaign reminds me a lot of the atlantafalcons  blowing a lead in the 4th qtr and losing the game joebiden donaldtrump,negative,0.6975585222244263
7896,Giuliani claims China ALREADY has Hunter Biden's 'illegal' photos https://t.co/lpD0XFeJjC via @MailOnline #Biden #DNC #Democrats #Communism #Socialism #BLA #ANTIFA #BoycottNFL #BoycottNBA,giuliani claims china already has hunter bidens illegal photos httpstcolpd0xfejjc via mailonline biden dnc democrats communism socialism bla antifa boycottnfl boycottnba,negative,0.5245656371116638
7897,"@mviser @jomalleydillon Transparency at its finest! America this is what we need, this is LEADERSHIP 👏👏👏 #VoteBidenHarris2020 #VoteBidenHarris #JoeBiden #KamalaHarris #America #USA #EarlyVoting #VoteTrumpOut #VoteTrumpOut2020 #DumpTrump",mviser jomalleydillon transparency at its finest america this is what we need this is leadership  votebidenharris2020 votebidenharris joebiden kamalaharris america usa earlyvoting votetrumpout votetrumpout2020 dumptrump,neutral,0.508507490158081
7898,"@creynoldsnc @AdamParkhomenko Transparency at its finest! America this is what we need, this is LEADERSHIP 👏👏👏 #VoteBidenHarris2020 #VoteBidenHarris #JoeBiden #KamalaHarris #America #USA #EarlyVoting #VoteTrumpOut #VoteTrumpOut2020 #DumpTrump",creynoldsnc adamparkhomenko transparency at its finest america this is what we need this is leadership  votebidenharris2020 votebidenharris joebiden kamalaharris america usa earlyvoting votetrumpout votetrumpout2020 dumptrump,neutral,0.5418041348457336
7899,#FacebookCensorship #TwitterCensorship #biden https://t.co/1qbm3ej5Uf,facebookcensorship twittercensorship biden httpstco1qbm3ej5uf,negative,0.5119197964668274
7900,The #BidenCrimeFamily has a serious payola machine running. #JoeBiden and #HunterBiden are international influence whores. #UkraineJoe is also #ChinaJoe. https://t.co/tUcv3rbreq,the bidencrimefamily has a serious payola machine running joebiden and hunterbiden are international influence whores ukrainejoe is also chinajoe httpstcotucv3rbreq,negative,0.704425573348999
7901,"If we can push the investigation through fast enough on the #BidenEmails, #JoeBiden may be disqualified as president according to ""18 U.S. Code § 2071"" for concealment of his agenda for the day he met with Pozharskyi.
#NYPost @nypost @realDonaldTrump #MAGA2020LandslideVictory","if we can push the investigation through fast enough on the bidenemails joebiden may be disqualified as president according to 18 us code  2071 for concealment of his agenda for the day he met with pozharskyi
nypost nypost realdonaldtrump maga2020landslidevictory",negative,0.5078899264335632
7902,Social media is all in for Biden. They do not care anymore. #SocialMedia #NYPost #Biden,social media is all in for biden they do not care anymore socialmedia nypost biden,neutral,0.5153753161430359
7903,"@nprpolitics Transparency at its finest! America this is what we need, this is LEADERSHIP 👏👏👏 #VoteBidenHarris2020 #VoteBidenHarris #JoeBiden #KamalaHarris #America #USA #EarlyVoting #VoteTrumpOut #VoteTrumpOut2020 #DumpTrump",nprpolitics transparency at its finest america this is what we need this is leadership  votebidenharris2020 votebidenharris joebiden kamalaharris america usa earlyvoting votetrumpout votetrumpout2020 dumptrump,neutral,0.47808605432510376
7904,It's not all that uncommon for victims of childhood sexual trauma to turn to a life of drug abuse🤷‍♀️#hunterbiden #bidensons #bidenfamily #joebiden #childmolester #hairsniffinjoe #stoptouchingmedaddy,its not all that uncommon for victims of childhood sexual trauma to turn to a life of drug abusehunterbiden bidensons bidenfamily joebiden childmolester hairsniffinjoe stoptouchingmedaddy,negative,0.7829378843307495
7905,"@_HelloPunk @BNeuman45187943 @TichysEinblick Nicht nur damals. Selbst jetzt wo immer mehr heraus kommt, schweigen auch deutsche Medien weitestgehend. Dass die sich massiv bereichert haben, ist eine Sache, aber dass der damalige Vice - #Biden seine Macht missbrauchte um den ukr. Generalstaatsanwalt abzusetzen ist noch härter",hellopunk bneuman45187943 tichyseinblick nicht nur damals selbst jetzt wo immer mehr heraus kommt schweigen auch deutsche medien weitestgehend dass die sich massiv bereichert haben ist eine sache aber dass der damalige vice  biden seine macht missbrauchte um den ukr generalstaatsanwalt abzusetzen ist noch hrter,neutral,0.7889963984489441
7906,"@brianoflondon Big tech has gotten STRONGER. I fear that Biden will win because of DOMESTIC election interference.
#TwitterCensorship #ElectionInterference #JoeBiden","brianoflondon big tech has gotten stronger i fear that biden will win because of domestic election interference
twittercensorship electioninterference joebiden",neutral,0.5182336568832397
7907,"It’s NOT abt #HunterBiden, he’s the symptom of #JoeBiden’s 47 years of corruption",its not abt hunterbiden hes the symptom of joebidens 47 years of corruption,negative,0.8422269225120544
7908,"#JoeBiden says he’ll lift #Trump’s #travelban - widely referred to as a “Muslim ban” - on day one in office if elected

Report from my colleague @yunuspaksoy 

https://t.co/Wc6yx1tVaV","joebiden says hell lift trumps travelban  widely referred to as a muslim ban  on day one in office if elected

report from my colleague yunuspaksoy 

httpstcowc6yx1tvav",negative,0.5593155026435852
7909,"""War games"" launched to identify potential risks to the integrity of the 2020 election process predicted that pre-planned chaos will be inevitable regardless of the outcome. 
#2020election
#biden
#trump https://t.co/8LXB7ksfhZ via @DaisyLuther","war games launched to identify potential risks to the integrity of the 2020 election process predicted that preplanned chaos will be inevitable regardless of the outcome 
2020election
biden
trump httpstco8lxb7ksfhz via daisyluther",negative,0.646212637424469
7910,"@Local4News @michpoligal Transparency at its finest! America this is what we need, this is LEADERSHIP 👏👏👏 #VoteBidenHarris2020 #VoteBidenHarris #JoeBiden #KamalaHarris #America #USA #EarlyVoting #VoteTrumpOut #VoteTrumpOut2020 #DumpTrump",local4news michpoligal transparency at its finest america this is what we need this is leadership  votebidenharris2020 votebidenharris joebiden kamalaharris america usa earlyvoting votetrumpout votetrumpout2020 dumptrump,neutral,0.5231153964996338
7911,"#NBCBlackout starts NOW!!!!!!!  Don't wait.
#TrumpCrimeFamily #TrumpIsLosing #BidenTownHallABC #Biden","nbcblackout starts now  dont wait
trumpcrimefamily trumpislosing bidentownhallabc biden",neutral,0.4929361045360565
7912,Diary of a Radio Junkie: 1790 Days of Waking Up to the News #AmyConeyBarrett #SCOTUShearings #Obamacare #ACA #RoevWade #pardon #SupremeCourt #France #Macron #Germany #Merkel #UK #BorisJohnson #Italy #Conte #Belgium #EuropeCovid  #COVID19 #Coronavirus #Biden #Biden2020 #painting https://t.co/6LDevuAhlM,diary of a radio junkie 1790 days of waking up to the news amyconeybarrett scotushearings obamacare aca roevwade pardon supremecourt france macron germany merkel uk borisjohnson italy conte belgium europecovid  covid19 coronavirus biden biden2020 painting httpstco6ldevuahlm,neutral,0.666142463684082
7913,"#Biden 
#VoteEarly https://t.co/M3auYvk1uF","biden 
voteearly httpstcom3auyvk1uf",neutral,0.807489275932312
7914,"@icecube Thanks for standing up against these filthy deep state crooked liberal socialists who will destroy every life in America. Opportunities for jobs, education and all else will decrease for all races under #JoeBiden. You didn’t fall for his “you ain’t black if you don’t vote for me”",icecube thanks for standing up against these filthy deep state crooked liberal socialists who will destroy every life in america opportunities for jobs education and all else will decrease for all races under joebiden you didnt fall for his you aint black if you dont vote for me,negative,0.8403019905090332
7915,"Watch ABC News' Joe Biden town hall. The live, 90-minute special edition of ‘20/20’ airs on ABC at 8 p.m. ET/5 p.m. PT. #JoeBiden #KamalaHarris #ABCNews #ABC2020 #BidenHarris2020 🇺🇸 #VOTE https://t.co/dTvXx6Ixta",watch abc news joe biden town hall the live 90minute special edition of 2020 airs on abc at 8 pm et5 pm pt joebiden kamalaharris abcnews abc2020 bidenharris2020  vote httpstcodtvxx6ixta,neutral,0.9045857191085815
7916,@SpeakerPelosi @SenateDems  @HouseDemocrats @SenateDems @dnc #cnn #msnbc @dnc #biden #biden2020 https://t.co/5W8LNx6Akn,speakerpelosi senatedems  housedemocrats senatedems dnc cnn msnbc dnc biden biden2020 httpstco5w8lnx6akn,neutral,0.8330832123756409
7917,"@mikehahn_ @TeamTrump @nypost So for years, Donald Trump has been accused of exactly what Hillary Clinton did
Been charged with what Joe Biden did.
Constantly criticized for the consequences of the policies for which the Democrats are responsible
Crazy
How can people want to vote for Joe #Biden after this?","mikehahn teamtrump nypost so for years donald trump has been accused of exactly what hillary clinton did
been charged with what joe biden did
constantly criticized for the consequences of the policies for which the democrats are responsible
crazy
how can people want to vote for joe biden after this",negative,0.8177598118782043
7918,"https://t.co/7Q4chFZLgM 👀
This is pretty funny 🙄
#Trump2020Landslide #Trump2020 #Trump2020LandslideVictory #lol #TrumpRally #trump #DonaldTrump #MAGA2020LandslideVictory #MAGA2020 #JoeBiden #Biden #BidenCrimeFamily @MarkDice @RealJamesWoods @Gvc3Casale https://t.co/nhcpFQQJOa","httpstco7q4chfzlgm 
this is pretty funny 
trump2020landslide trump2020 trump2020landslidevictory lol trumprally trump donaldtrump maga2020landslidevictory maga2020 joebiden biden bidencrimefamily markdice realjameswoods gvc3casale httpstconhcpfqqjoa",positive,0.7002704739570618
7919,"@washingtonpost Transparency at its finest! America this is what we need, this is LEADERSHIP 👏👏👏 #VoteBidenHarris2020 #VoteBidenHarris #JoeBiden #KamalaHarris #America #USA #EarlyVoting #VoteTrumpOut #VoteTrumpOut2020 #DumpTrump",washingtonpost transparency at its finest america this is what we need this is leadership  votebidenharris2020 votebidenharris joebiden kamalaharris america usa earlyvoting votetrumpout votetrumpout2020 dumptrump,neutral,0.4879923462867737
7920,"@realDonaldTrump @Varneyco @FoxBusiness Dear MAGA voters, welcome back to the light. There will be no ‘I told you so’s’, no need for explanations. You will be met with open arms, and harmonious voices. Welcome, and together we will all move forward. This is a great Nation. Let's all celebrate it, together. #Biden",realdonaldtrump varneyco foxbusiness dear maga voters welcome back to the light there will be no i told you sos no need for explanations you will be met with open arms and harmonious voices welcome and together we will all move forward this is a great nation lets all celebrate it together biden,positive,0.9801620244979858
7921,"#DonTheCon IS Hollywood ... #JoeBiden IS Catholic, but more than that, he IS Christian by every sense of the word.  @realDonaldTrump can't pass even 1 commandment.  Mike Pence - Lying is also a sin so you have crossed over for Trump.  Judas. https://t.co/Amg86RPJYy",donthecon is hollywood  joebiden is catholic but more than that he is christian by every sense of the word  realdonaldtrump cant pass even 1 commandment  mike pence  lying is also a sin so you have crossed over for trump  judas httpstcoamg86rpjyy,negative,0.7717711329460144
7922,"Democratic presidential candidate Joe Biden’s is now leading President Donald Trump with 17 points as the US election enters its final sprint, according to Opinium Research and Guardian opinion poll.
The  #JoeBiden #PresidentDonaldTrump #USElections2020 https://t.co/J5S3jXAfUF https://t.co/wTsi0m5xyr","democratic presidential candidate joe bidens is now leading president donald trump with 17 points as the us election enters its final sprint according to opinium research and guardian opinion poll
the  joebiden presidentdonaldtrump uselections2020 httpstcoj5s3jxafuf httpstcowtsi0m5xyr",neutral,0.8145577311515808
7923,"@sergio_fajardo @johnsudarsky Es como si acá promovieras a @JERobledo 
#Biden lleva 47 años en el Congreso de USA y NO ha hecho nada.
Me voy con #Trump2020 autoritario y todo pero hay gente que necesita mano dura para que entiendan.","sergiofajardo johnsudarsky es como si ac promovieras a jerobledo 
biden lleva 47 aos en el congreso de usa y no ha hecho nada
me voy con trump2020 autoritario y todo pero hay gente que necesita mano dura para que entiendan",neutral,0.7985237836837769
7924,"I got a big bottle of @MoetUSA  chilling and getting ready to celebrate good times on election night.

#LindseyGrahamIsLosing #DumpTrump #Trump #Biden #BidenHarris2020 https://t.co/FJfaPqrZU5","i got a big bottle of moetusa  chilling and getting ready to celebrate good times on election night

lindseygrahamislosing dumptrump trump biden bidenharris2020 httpstcofjfapqrzu5",positive,0.8544043898582458
